Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,ChgSetSize,Age,Buggyness
0.9.4,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,1038,4,3,24,6,6.000,24,6,6.000,120,102,Y
0.9.4,storm-core/src/jvm/backtype/storm/spout/SleepSpoutWaitStrategy.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/spout/SpoutOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/IStateSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/IStateSpoutOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/ISubscribedState.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/ISynchronizeOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/StateSpoutOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/state/SynchronizeOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/GeneralTopologyContext.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/IBolt.java,68,5,4,10,2,2.000,0,0,0.000,120,102,Y
0.9.4,storm-core/src/jvm/backtype/storm/task/IErrorReporter.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/IMetricsContext.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/IOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/OutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,1298,7,4,29,5,4.143,20,3,2.857,133,102,Y
0.9.4,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,790,8,4,475,75,59.375,276,46,34.500,133,102,Y
0.9.4,storm-core/src/jvm/backtype/storm/task/WorkerTopologyContext.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/AckFailDelegate.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/AckFailMapTracker.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/AckTracker.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/BatchNumberList.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/BatchProcessWord.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/BatchRepeatA.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/BoltTracker.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/CompleteTopologyParam.java,188,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/CountingBatchBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/CountingCommitBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/FeederSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/FixedTuple.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/FixedTupleSpout.java,108,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/ForwardingMetricsConsumer.java,570,0,0,0,0,0.000,0,0,0.000,0,24,Y
0.9.4,storm-core/src/jvm/backtype/storm/testing/IdentityBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/KeyedCountingBatchBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/KeyedCountingCommitterBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/KeyedSummingBatchBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/MemoryTransactionalSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/MemoryTransactionalSpoutMeta.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/MkClusterParam.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/MkTupleParam.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/MockedSources.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/NGrouping.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/NonRichBoltTracker.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/OpaqueMemoryTransactionalSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/PrepareBatchBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/PythonShellMetricsBolt.java,454,0,0,0,0,0.000,0,0,0.000,0,41,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/PythonShellMetricsSpout.java,487,0,0,0,0,0.000,0,0,0.000,0,41,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/SingleUserSimpleTransport.java,259,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/backtype/storm/testing/SpoutTracker.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestAggregatesCounter.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestConfBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestEventLogSpout.java,1112,0,0,0,0,0.000,0,0,0.000,0,44,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestEventOrderCheckBolt.java,608,0,0,0,0,0.000,0,0,0.000,0,44,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestGlobalCount.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestJob.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestKryoDecorator.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestPlannerBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestPlannerSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestSerObject.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestWordCounter.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TestWordSpout.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TrackedTopology.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/testing/TupleCaptureBolt.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/BaseConfigurationDeclarer.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/BasicBoltExecutor.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/BasicOutputCollector.java,68,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/BoltDeclarer.java,79,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/ComponentConfigurationDeclarer.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/FailedException.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IBasicBolt.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IBasicOutputCollector.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IComponent.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IRichBolt.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IRichSpout.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/IRichStateSpout.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/InputDeclarer.java,971,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/OutputFieldsDeclarer.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/OutputFieldsGetter.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/ReportedFailedException.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/SpoutDeclarer.java,51,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/TopologyBuilder.java,159,0,0,0,0,0.000,0,0,0.000,0,102,Y
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseBasicBolt.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseBatchBolt.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseComponent.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseOpaquePartitionedTransactionalSpout.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BasePartitionedTransactionalSpout.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseRichBolt.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseRichSpout.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseTransactionalBolt.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/topology/base/BaseTransactionalSpout.java,34,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/torrent/BitTorrentCodeDistributor.java,191,0,0,0,0,0.000,0,0,0.000,0,28,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/ICommitter.java,17,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/ICommitterTransactionalSpout.java,17,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/ITransactionalSpout.java,17,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/TransactionAttempt.java,17,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,88,0,0,0,0,0.000,0,0,0.000,0,102,N
0.9.4,storm-core/src/jvm/backtype/storm/transactional/state/TestTransactionalState.java,329,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/backtype/storm/transactional/state/TransactionalState.java,238,0,0,0,0,0.000,0,0,0.000,0,56,Y
0.9.4,storm-core/src/jvm/backtype/storm/tuple/ITuple.java,816,0,0,0,0,0.000,0,0,0.000,0,34,N
0.9.4,storm-core/src/jvm/backtype/storm/ui/InvalidRequestException.java,282,0,0,0,0,0.000,0,0,0.000,0,45,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/DisruptorQueue.java,326,0,0,0,0,0.000,0,0,0.000,0,89,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/ExtendedThreadPoolExecutor.java,335,5,4,271,67,54.200,270,67,54.000,120,6,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/LocalState.java,718,6,3,756,126,126.000,534,89,89.000,133,45,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/Monitor.java,2767,0,0,0,0,0.000,0,0,0.000,0,40,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/NimbusClient.java,220,8,5,68,19,8.500,58,9,7.250,72,62,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/ShellProcess.java,328,0,0,0,0,0.000,0,0,0.000,0,79,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/ShellUtils.java,4482,0,0,0,0,0.000,0,0,0.000,0,40,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/StormBoundedExponentialBackoffRetry.java,444,0,0,0,0,0.000,0,0,0.000,0,34,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/TestUtils.java,238,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/Time.java,60,0,0,0,0,0.000,0,0,0.000,0,54,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/TransferDrainer.java,964,5,2,143,41,28.600,60,20,12.000,119,47,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/TupleUtils.java,45,5,5,40,8,8.000,10,2,2.000,43,16,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/Utils.java,1489,18,7,782,109,43.444,510,67,28.333,133,99,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/VersionInfo.java,655,0,0,0,0,0.000,0,0,0.000,0,24,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/VersionedStore.java,6,0,0,0,0,0.000,0,0,0.000,0,6,N
0.9.4,storm-core/src/jvm/backtype/storm/utils/ZookeeperAuthInfo.java,35,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/backtype/storm/utils/ZookeeperServerCnxnFactory.java,588,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/storm/trident/Stream.java,15,0,0,0,0,0.000,0,0,0.000,0,57,N
0.9.4,storm-core/src/jvm/storm/trident/TridentTopology.java,10,0,0,0,0,0.000,0,0,0.000,0,9,N
0.9.4,storm-core/src/jvm/storm/trident/drpc/ReturnResultsReducer.java,63,0,0,0,0,0.000,0,0,0.000,0,62,Y
0.9.4,storm-core/src/jvm/storm/trident/spout/RichSpoutBatchExecutor.java,8,0,0,0,0,0.000,0,0,0.000,0,9,Y
0.9.4,storm-core/src/jvm/storm/trident/spout/RichSpoutBatchTriggerer.java,9,0,0,0,0,0.000,0,0,0.000,0,49,N
0.9.4,storm-core/src/jvm/storm/trident/state/OpaqueValue.java,8,0,0,0,0,0.000,0,0,0.000,0,88,N
0.9.4,storm-core/src/jvm/storm/trident/state/map/OpaqueMap.java,40,0,0,0,0,0.000,0,0,0.000,0,55,N
0.9.4,storm-core/src/jvm/storm/trident/state/map/RemovableMapState.java,182,0,0,0,0,0.000,0,0,0.000,0,55,N
0.9.4,storm-core/src/jvm/storm/trident/testing/FixedBatchSpout.java,24,0,0,0,0,0.000,0,0,0.000,0,90,N
0.9.4,storm-core/src/jvm/storm/trident/testing/MemoryMapState.java,250,0,0,0,0,0.000,0,0,0.000,0,96,N
0.9.4,storm-core/src/jvm/storm/trident/topology/MasterBatchCoordinator.java,24,0,0,0,0,0.000,0,0,0.000,0,44,N
0.9.4,storm-core/src/jvm/storm/trident/topology/TridentBoltExecutor.java,6,5,5,10,2,2.000,5,1,1.000,43,26,Y
0.9.4,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,88,0,0,0,0,0.000,0,0,0.000,0,9,N
0.9.4,storm-core/src/jvm/storm/trident/topology/state/RotatingTransactionalState.java,33,0,0,0,0,0.000,0,0,0.000,0,99,N
0.9.4,storm-core/src/jvm/storm/trident/topology/state/TestTransactionalState.java,329,0,0,0,0,0.000,0,0,0.000,0,45,Y
0.9.4,storm-core/src/jvm/storm/trident/topology/state/TransactionalState.java,252,0,0,0,0,0.000,0,0,0.000,0,56,Y
0.9.4,storm-core/src/jvm/storm/trident/tuple/TridentTupleView.java,186,0,0,0,0,0.000,0,0,0.000,0,34,N
0.9.4,storm-core/src/jvm/storm/trident/util/TridentUtils.java,70,0,0,0,0,0.000,0,0,0.000,0,62,N
0.9.4,storm-core/test/jvm/backtype/storm/grouping/PartialKeyGroupingTest.java,390,0,0,0,0,0.000,0,0,0.000,0,10,N
0.9.4,storm-core/test/jvm/backtype/storm/serialization/GzipBridgeSerializationDelegateTest.java,469,0,0,0,0,0.000,0,0,0.000,0,36,N
0.9.4,storm-core/test/jvm/backtype/storm/serialization/GzipBridgeThriftSerializationDelegateTest.java,426,6,3,426,71,71.000,426,71,71.000,133,0,Y
0.9.4,storm-core/test/jvm/backtype/storm/serialization/ThriftBridgeSerializationDelegateTest.java,300,0,0,0,0,0.000,0,0,0.000,0,9,N
0.9.4,storm-core/test/jvm/backtype/storm/utils/DisruptorQueueTest.java,1256,5,3,110,22,22.000,30,6,6.000,120,43,Y
0.9.4,storm-core/test/jvm/backtype/storm/utils/StormBoundedExponentialBackoffRetryTest.java,606,0,0,0,0,0.000,0,0,0.000,0,34,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/Client.java,463,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/Context.java,97,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/ControlMessage.java,153,0,0,0,0,0.000,0,0,0.000,0,99,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/MessageBatch.java,459,0,0,0,0,0.000,0,0,0.000,0,99,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/MessageDecoder.java,145,0,0,0,0,0.000,0,0,0.000,0,99,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/Server.java,250,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/StormClientHandler.java,230,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java,48,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/StormServerHandler.java,126,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,storm-netty/src/jvm/backtype/storm/messaging/netty/StormServerPipelineFactory.java,49,0,0,0,0,0.000,0,0,0.000,0,100,N
0.9.4,test/jvm/storm/starter/bolt/IntermediateRankingsBoltTest.java,129,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/bolt/RollingCountBoltTest.java,96,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/bolt/TotalRankingsBoltTest.java,130,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/MockTupleHelpers.java,23,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/NthLastModifiedTimeTrackerTest.java,108,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/RankableObjectWithFieldsTest.java,235,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/RankingsTest.java,351,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/SlidingWindowCounterTest.java,94,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.4,test/jvm/storm/starter/tools/SlotBasedCounterTest.java,165,0,0,0,0,0.000,0,0,0.000,0,121,N
0.9.5,examples/src/main/java/backtype/storm/contrib/jms/example/ExampleJmsTopology.java,131,0,0,0,0,0.000,0,0,0.000,0,207,N
0.9.5,examples/src/main/java/backtype/storm/contrib/jms/example/GenericBolt.java,17,0,0,0,0,0.000,0,0,0.000,0,207,N
0.9.5,examples/src/main/java/backtype/storm/contrib/jms/example/JsonTupleProducer.java,17,0,0,0,0,0.000,0,0,0.000,0,207,N
0.9.5,examples/src/main/java/backtype/storm/contrib/jms/example/SpringJmsProvider.java,17,0,0,0,0,0.000,0,0,0.000,0,207,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/BasicDRPCTopology.java,785,5,5,12,4,2.400,-4,0,-0.800,276,86,Y
0.9.5,examples/storm-starter/src/jvm/storm/starter/ExclamationTopology.java,870,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/FastWordCountTopology.java,599,7,4,610,198,87.143,599,198,85.571,43,6,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/InOrderDeliveryTest.java,525,3,3,525,175,175.000,525,175,175.000,43,5,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/ManualDRPC.java,680,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/MultipleLoggerTopology.java,630,6,6,630,105,105.000,630,105,105.000,168,5,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/PrintSampleStream.java,564,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/ReachTopology.java,1960,5,5,10,2,2.000,0,0,0.000,276,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/ResourceAwareExampleTopology.java,435,5,5,435,87,87.000,435,87,87.000,168,4,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/RollingTopWords.java,1158,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/SingleJoinExample.java,640,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/SkewedRollingTopWords.java,1340,1,1,134,134,134.000,134,134,134.000,164,39,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/SlidingWindowTopology.java,129,1,1,129,129,129.000,129,129,129.000,22,0,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/ThroughputVsLatency.java,1722,7,3,1731,432,247.286,1722,432,246.000,168,2,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/TransactionalGlobalCount.java,1735,5,5,15,3,3.000,5,1,1.000,276,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/TransactionalWords.java,2460,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/WordCountTopology.java,1070,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/WordCountTopologyNode.java,1331,0,0,0,0,0.000,0,0,0.000,0,69,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/AbstractRankerBolt.java,1100,1,1,2,2,2.000,0,0,0.000,164,86,Y
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/IntermediateRankingsBolt.java,580,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/PrinterBolt.java,370,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/RollingCountAggBolt.java,773,1,1,77,77,77.000,77,77,77.000,164,39,Y
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/RollingCountBolt.java,1420,1,1,2,2,2.000,0,0,0.000,164,86,Y
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/SingleJoinBolt.java,1140,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/bolt/TotalRankingsBolt.java,590,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/spout/RandomSentenceSpout.java,640,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/spout/TwitterSampleSpout.java,1472,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/NthLastModifiedTimeTracker.java,700,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/Rankable.java,320,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/RankableObjectWithFields.java,1480,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/Rankings.java,1560,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/SlidingWindowCounter.java,1190,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/tools/SlotBasedCounter.java,1180,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/trident/TridentKafkaWordCount.java,2300,11,7,2301,230,209.182,2300,230,209.091,334,13,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/trident/TridentReach.java,1560,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/trident/TridentWordCount.java,850,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/src/jvm/storm/starter/util/StormRunner.java,459,0,0,0,0,0.000,0,0,0.000,0,86,Y
0.9.5,examples/storm-starter/src/jvm/storm/starter/util/TupleHelpers.java,297,0,0,0,0,0.000,0,0,0.000,0,86,N
0.9.5,examples/storm-starter/test/jvm/storm/starter/bolt/IntermediateRankingsBoltTest.java,1460,5,5,5,1,1.000,0,0,0.000,168,86,N
0.9.5,examples/storm-starter/test/jvm/storm/starter/bolt/RollingCountBoltTest.java,1130,5,5,5,1,1.000,0,0,0.000,168,86,N
0.9.5,examples/storm-starter/test/jvm/storm/starter/bolt/TotalRankingsBoltTest.java,1470,5,5,5,1,1.000,0,0,0.000,168,86,N
